City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
327,Santiago Del Estero,AR,-27.7951,-64.2615,77.49,28,5,10.56,clear sky
328,Olafsvik,IS,64.8945,-23.7142,32.61,65,100,13.09,light snow
329,Doka,SD,13.5167,35.7667,75.47,58,95,6.06,overcast clouds
330,Te Anau,NZ,-45.4167,167.7167,74.82,44,100,5.82,overcast clouds
331,Sicamous,CA,50.8331,-118.9856,32.97,95,100,4.0,overcast clouds
332,At-Bashi,KG,41.1702,75.8106,-1.3,74,14,2.28,few clouds
333,Ermelo,ZA,-26.5333,29.9833,51.55,96,11,3.6,few clouds
334,Leshukonskoye,RU,64.8989,45.7622,-13.43,100,62,4.07,broken clouds
335,La Romana,DO,18.4273,-68.9728,71.96,100,0,0.0,clear sky
336,Leningradskiy,RU,69.3833,178.4167,-23.93,97,100,12.71,overcast clouds
337,Olinda,BR,-8.0089,-34.8553,80.33,74,75,9.22,broken clouds
338,Necochea,AR,-38.5473,-58.7368,59.56,74,13,2.71,few clouds
339,Namibe,AO,-15.1961,12.1522,73.69,91,100,7.74,light rain
340,Port Alfred,ZA,-33.5906,26.891,66.18,94,100,1.01,overcast clouds
341,Trat,TH,12.5,102.5,78.87,65,100,8.55,overcast clouds
342,Mariental,NA,-24.6333,17.9667,77.99,44,87,3.4,overcast clouds
343,Mamlyutka,KZ,54.9375,68.5394,26.62,95,100,20.33,snow
344,Tautira,PF,-17.7333,-149.15,80.65,73,39,17.07,scattered clouds
345,Constantine,DZ,36.365,6.6147,36.81,64,0,0.0,clear sky
346,Chatham,GB,51.3789,0.5279,44.31,90,1,6.49,light rain
347,High Level,CA,58.5169,-117.136,8.71,92,20,0.0,few clouds
348,Lorengau,PG,-2.0226,147.2712,83.34,78,99,9.89,overcast clouds
349,Hirara,JP,24.8,125.2833,71.46,73,40,10.36,scattered clouds
350,Alice Springs,AU,-23.7,133.8833,92.75,40,62,18.41,broken clouds
351,Aykhal,RU,66.0,111.5,-12.01,91,100,3.74,overcast clouds
352,Chimoio,MZ,-19.1164,33.4833,69.66,94,40,2.35,scattered clouds
353,Barcelos,PT,41.5388,-8.6151,46.92,91,7,4.25,clear sky
354,Longhua,CN,23.6137,114.1919,57.85,60,79,5.44,broken clouds
355,Kilindoni,TZ,-7.9139,39.6668,81.32,70,56,12.3,broken clouds
356,Isangel,VU,-19.55,169.2667,84.6,69,18,9.55,few clouds
357,Eydhafushi,MV,5.1033,73.0708,80.94,61,1,17.18,clear sky
358,Hofn,IS,64.2539,-15.2082,44.28,85,100,33.58,overcast clouds
359,North Las Vegas,US,36.1989,-115.1175,50.9,41,0,5.75,clear sky
360,Emerald,AU,-23.5333,148.1667,89.35,44,31,6.15,scattered clouds
361,Pangnirtung,CA,66.1451,-65.7125,-15.18,89,98,4.03,overcast clouds
362,Gorontalo,ID,0.5412,123.0595,87.31,61,100,2.17,overcast clouds
363,Koygorodok,RU,60.445,50.9968,13.44,91,100,10.83,overcast clouds
364,Isabela,PH,6.7085,121.9711,84.25,86,100,6.71,overcast clouds
365,Caravelas,BR,-17.7125,-39.2481,71.04,86,100,4.47,overcast clouds
366,Bonthe,SL,7.5264,-12.505,75.96,83,0,3.65,clear sky
367,Rioja,AR,-29.4111,-66.8507,79.34,23,2,5.66,clear sky
368,Maltahohe,NA,-24.8333,16.9833,73.69,42,96,6.2,overcast clouds
369,Vredendal,ZA,-31.6683,18.5012,63.77,85,1,4.9,clear sky
370,Henties Bay,NA,-22.116,14.2845,65.37,90,96,7.85,overcast clouds
371,Soyo,AO,-6.1349,12.3689,76.66,88,99,5.75,light rain
372,Okitipupa,NG,6.5047,4.7839,68.52,59,92,2.48,overcast clouds
373,Grivenskaya,RU,45.6473,38.176,44.92,89,20,7.85,few clouds
374,Damavand,IR,35.7178,52.065,28.04,37,0,6.82,clear sky
375,Salalah,OM,17.0151,54.0924,69.89,64,0,4.61,clear sky
376,Slave Lake,CA,55.2834,-114.769,13.98,92,0,5.37,clear sky
377,Saint-Pierre,RE,-21.3393,55.4781,74.88,64,90,6.91,light rain
378,Muisne,EC,0.6,-80.0333,76.21,82,77,2.75,broken clouds
379,Goure,NE,13.9835,10.2704,57.0,26,5,11.81,clear sky
380,Camacha,PT,33.0833,-16.3333,58.42,72,40,11.5,scattered clouds
381,Nouadhibou,MR,20.931,-17.0347,67.98,68,0,18.41,clear sky
382,Sur,OM,22.5667,59.5289,71.8,49,8,16.67,clear sky
383,Hovd,MN,48.0056,91.6419,-3.95,77,99,1.97,overcast clouds
384,Peace River,CA,56.2501,-117.286,14.31,92,75,9.22,broken clouds
385,Tilichiki,RU,60.4667,166.1,-15.75,91,11,9.91,few clouds
386,Ukiah,US,39.1502,-123.2078,43.16,92,100,4.61,overcast clouds
387,Mugur-Aksy,RU,50.35,90.5,-4.65,92,100,5.46,overcast clouds
388,Bintulu,MY,3.1667,113.0333,75.61,100,40,1.14,scattered clouds
389,Anderson,US,34.5334,-82.6499,60.96,99,100,0.0,mist
390,Cap Malheureux,MU,-19.9842,57.6142,74.46,74,98,1.99,overcast clouds
391,Sungaipenuh,ID,-2.0833,101.3833,71.22,78,99,1.61,moderate rain
392,Diveyevo,RU,55.0433,43.2418,21.18,91,71,9.6,broken clouds
393,Sturgeon Bay,US,44.8342,-87.377,33.78,86,100,4.61,overcast clouds
394,Mohpa,IN,21.3167,78.8167,58.35,46,0,3.94,clear sky
395,Oranjemund,NA,-28.55,16.4333,62.76,96,4,3.29,clear sky
396,Pervomayskiy,RU,53.2485,40.2871,30.69,78,100,6.76,light snow
397,Oktyabrskiy,RU,54.4815,53.471,21.27,89,96,15.14,overcast clouds
398,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.54,83,12,6.49,few clouds
399,Cabedelo,BR,-6.9811,-34.8339,79.47,80,91,11.41,overcast clouds
400,Abonnema,NG,4.7084,6.7931,68.29,79,87,5.08,overcast clouds
401,Inta,RU,66.0317,60.1659,-6.57,86,100,7.4,overcast clouds
402,Palana,RU,59.1167,159.9667,15.48,74,91,13.49,overcast clouds
403,Ipixuna,BR,-1.7625,-48.8043,73.62,97,31,3.49,scattered clouds
404,Maiduguri,NG,11.8464,13.1603,62.24,56,84,8.41,broken clouds
405,Ucluelet,CA,48.9329,-125.5528,48.09,68,100,1.01,overcast clouds
406,Gao,ML,16.6362,1.637,59.11,21,67,11.45,broken clouds
407,Tam Ky,VN,15.5667,108.4833,67.93,95,100,8.32,overcast clouds
408,Chiredzi,ZW,-21.05,31.6667,66.65,83,0,2.08,clear sky
409,Andenes,NO,69.3143,16.1194,33.93,86,100,8.05,light intensity drizzle
410,Mirabad,AF,30.4362,61.8383,42.37,35,7,8.93,clear sky
411,Isla Mujeres,MX,21.2311,-86.731,78.17,82,50,15.79,scattered clouds
412,Inhambane,MZ,-23.865,35.3833,72.95,87,6,4.56,clear sky
413,Pangoa,PE,-12.1167,-73.0,68.14,97,99,3.18,overcast clouds
414,Teshie,GH,5.5836,-0.1072,77.56,69,22,4.61,few clouds
415,Asfi,MA,32.2994,-9.2372,59.95,79,95,11.12,overcast clouds
416,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,72,0,4.61,clear sky
417,Nampula,MZ,-15.1165,39.2666,69.75,94,100,7.0,thunderstorm with rain
418,Qaqortoq,GL,60.7167,-46.0333,-4.54,65,64,6.55,broken clouds
419,Tuatapere,NZ,-46.1333,167.6833,74.34,46,100,4.29,overcast clouds
420,Verkhnyaya Inta,RU,65.9811,60.3094,-6.34,85,100,8.01,overcast clouds
421,Camacari,BR,-12.6975,-38.3242,78.57,95,95,4.05,overcast clouds
422,Esperance,AU,-33.8667,121.9,67.03,65,65,12.66,broken clouds
423,Hami,CN,42.8,93.45,18.12,55,90,2.04,overcast clouds
424,Kruisfontein,ZA,-34.0033,24.7314,68.88,77,91,3.6,overcast clouds
425,Lufilufi,WS,-13.8745,-171.5986,85.78,77,99,9.26,light rain
426,Srednekolymsk,RU,67.45,153.6833,-37.62,99,92,6.96,overcast clouds
427,Vila Velha,BR,-20.3297,-40.2925,71.94,92,20,2.3,few clouds
428,Airai,TL,-8.9266,125.4092,67.14,78,100,9.89,overcast clouds
429,Surazh,RU,53.0175,32.3918,43.39,89,100,14.88,overcast clouds
430,Tigil,RU,57.8,158.6667,25.93,67,100,20.74,overcast clouds
431,Zhuhai,CN,22.2769,113.5678,60.58,72,40,18.41,scattered clouds
432,Afsin,TR,38.2477,36.914,31.91,34,0,1.36,clear sky
433,Aripuana,BR,-9.1667,-60.6333,70.7,99,100,1.92,overcast clouds
434,Naze,JP,28.3667,129.4833,58.12,83,100,10.51,overcast clouds
435,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,79,100,13.42,shower snow
436,Narayangarh,IN,30.4833,77.1333,45.55,69,1,2.42,clear sky
437,Chicama,PE,-7.8447,-79.1469,66.74,78,52,3.89,broken clouds
438,Bagdarin,RU,54.4333,113.6,-9.87,76,5,2.19,clear sky
439,Ponta Do Sol,PT,32.6667,-17.1,61.72,70,94,8.03,overcast clouds
440,Thinadhoo,MV,0.5333,72.9333,80.29,70,74,10.58,broken clouds
441,Bonavista,CA,48.6499,-53.1147,31.17,95,100,9.93,light snow
442,Georgetown,MY,5.4112,100.3354,82.33,83,20,6.91,few clouds
443,Eyl,SO,7.9803,49.8164,73.26,73,34,15.52,scattered clouds
444,Dwarka,IN,22.2394,68.9678,68.18,44,4,12.88,clear sky
445,Quatre Cocos,MU,-20.2078,57.7625,74.08,74,100,5.57,overcast clouds
446,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,75,5.75,moderate rain
447,Mount Isa,AU,-20.7333,139.5,83.97,65,100,8.05,light rain
448,Cabinda,AO,-5.55,12.2,76.57,89,100,3.15,light rain
449,Salacgriva,LV,57.7536,24.3581,42.04,93,100,23.24,overcast clouds
450,Clearlake,US,38.9582,-122.6264,38.52,69,100,5.14,snow
451,Krasnyy Chikoy,RU,50.3643,108.7512,-15.95,98,82,1.39,broken clouds
452,Gorodishche,RU,48.8045,44.4744,32.88,93,0,4.47,clear sky
453,Trincomalee,LK,8.5711,81.2335,78.31,68,70,11.21,broken clouds
454,Touba,CI,8.2833,-7.6833,67.35,22,3,1.9,clear sky
455,Bardiyah,LY,31.7561,25.0865,61.59,77,86,18.14,moderate rain
456,Wageningen,NL,51.9667,5.6667,44.89,99,100,4.61,fog
457,Anadyr,RU,64.75,177.4833,-17.9,69,0,11.18,clear sky
458,Santa Isabel,BR,-23.3156,-46.2214,74.5,92,98,2.86,overcast clouds
459,Luleburgaz,TR,41.4039,27.3592,41.49,77,0,0.94,clear sky
460,Adrar,MR,20.5022,-10.0711,64.08,17,0,8.81,clear sky
461,Cayenne,GF,4.9333,-52.3333,75.24,88,100,4.61,overcast clouds
462,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.25,99,100,3.06,overcast clouds
463,Maarianhamina,AX,60.0973,19.9348,33.66,100,100,4.61,overcast clouds
464,Betioky,MG,-23.7167,44.3833,72.01,81,100,4.94,overcast clouds
465,Nehe,CN,48.4833,124.8333,1.56,75,0,4.21,clear sky
466,Urumqi,CN,43.801,87.6005,4.15,92,75,2.24,mist
467,Sabile,LV,57.0458,22.5726,40.64,82,100,20.4,overcast clouds
468,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,89,100,9.22,overcast clouds
469,Karak,JO,31.1667,35.75,41.94,84,0,15.66,clear sky
470,Sinnamary,GF,5.3833,-52.95,75.6,91,100,8.48,light rain
471,Mocuba,MZ,-16.8392,36.9856,70.56,98,16,3.36,few clouds
472,Uruzgan,AF,32.8333,66.0,29.03,32,0,7.78,clear sky
473,Hirado,JP,33.3597,129.5531,48.38,47,58,12.73,broken clouds
474,Pevek,RU,69.7008,170.3133,-37.66,100,100,4.36,overcast clouds
475,Narsaq,GL,60.9167,-46.05,-5.93,64,48,7.25,scattered clouds
476,Vinh,VN,18.6667,105.6667,60.44,80,100,6.6,overcast clouds
477,Ust-Ishim,RU,57.6935,71.1665,16.21,93,100,12.53,overcast clouds
478,Namatanai,PG,-3.6667,152.4333,85.89,67,37,7.05,light rain
479,Ongandjera,NA,-17.8833,15.0667,69.84,66,94,11.77,light rain
480,Lompoc,US,34.6391,-120.4579,52.59,87,100,12.66,light rain
481,Fare,PF,-16.7,-151.0167,81.59,69,100,15.17,overcast clouds
482,Beringovskiy,RU,63.05,179.3167,-14.87,92,27,12.24,scattered clouds
483,Mikhaylovka,RU,50.06,43.2379,31.78,90,81,6.87,broken clouds
484,Marystown,CA,47.1666,-55.1483,31.98,78,88,15.28,overcast clouds
485,Batemans Bay,AU,-35.7167,150.1833,70.11,78,87,9.35,overcast clouds
486,Arman,RU,59.7,150.1667,-0.18,80,100,16.31,overcast clouds
487,Guangyuan,CN,32.442,105.823,43.57,68,63,0.83,broken clouds
488,Umm Kaddadah,SD,13.6017,26.6876,59.94,28,1,15.82,clear sky
489,Guerrero Negro,MX,27.9769,-114.0611,58.91,65,0,12.77,clear sky
490,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.52,86,0,21.03,clear sky
491,Kamenka,RU,51.3223,42.7678,29.17,84,43,7.09,scattered clouds
492,Vilhena,BR,-12.7406,-60.1458,69.82,97,100,5.44,overcast clouds
493,Byron Bay,AU,-28.65,153.6167,81.95,56,18,8.46,few clouds
494,Bowen,AU,-20.0167,148.2333,81.86,66,60,10.45,broken clouds
495,Kargasok,RU,59.0556,80.8572,-4.63,99,98,8.12,overcast clouds
496,Dhidhdhoo,MV,6.8833,73.1,80.06,64,43,9.64,scattered clouds
497,Marsh Harbour,BS,26.5412,-77.0636,74.48,80,2,14.56,clear sky
498,Toktogul,KG,41.8708,72.9402,14.72,72,100,2.55,overcast clouds
499,Isoka,ZM,-10.1606,32.6335,60.66,97,97,2.06,light rain
500,San Cristobal,VE,7.7669,-72.225,68.18,97,92,2.66,overcast clouds
501,Santa Maria,BR,-29.6842,-53.8069,74.5,60,0,4.61,clear sky
502,Zhenjiang,CN,32.2092,119.4342,42.39,62,2,4.38,clear sky
503,Antsla,EE,57.8256,26.5406,32.85,98,100,7.85,overcast clouds
504,Benicarlo,ES,40.4165,0.4271,57.56,71,100,7.14,light rain
505,Galesong,ID,-5.3166,119.3661,73.42,75,100,16.22,light rain
506,Toba,JP,34.4833,136.85,44.6,60,96,21.34,overcast clouds
507,Acarau,BR,-2.8856,-40.12,78.91,82,40,13.4,scattered clouds
508,Mumford,GH,5.2618,-0.759,77.14,83,69,4.52,broken clouds
509,Liwale,TZ,-9.7667,37.9333,66.4,98,99,3.27,overcast clouds
510,Biak,ID,-0.9131,122.8766,83.37,65,98,1.77,overcast clouds
511,Antofagasta,CL,-23.65,-70.4,65.48,80,32,5.79,scattered clouds
512,Pueblo Rico,CO,5.2383,-76.0364,61.43,98,94,1.72,light rain
513,Tessalit,ML,20.1986,1.0114,55.4,29,0,10.49,clear sky
514,Mechanicsville,US,37.6088,-77.3733,59.23,83,100,8.05,overcast clouds
515,Ouadda,CF,8.0777,22.4007,66.63,36,5,5.48,clear sky
516,Houthulst,BE,50.9637,2.8986,40.3,90,34,7.78,scattered clouds
517,Bondo,CD,3.8146,23.6866,70.59,56,100,3.04,overcast clouds
518,Tacoronte,ES,28.4769,-16.4102,59.83,86,0,8.99,clear sky
519,Obo,CF,5.3998,26.4869,71.37,49,98,4.92,overcast clouds
520,Klichka,RU,50.4457,117.996,-16.29,88,12,1.39,few clouds
521,Kieta,PG,-6.2167,155.6333,87.08,62,65,9.86,broken clouds
522,Bozovici,RO,44.9389,22.0017,49.14,68,57,3.94,broken clouds
523,Madzhalis,RU,42.1217,47.8333,48.9,50,25,3.85,scattered clouds
524,College,US,64.8569,-147.8028,12.15,85,75,0.0,broken clouds
525,Portobelo,PA,9.55,-79.65,75.96,83,31,10.27,scattered clouds
526,Okhotsk,RU,59.3833,143.3,0.05,70,100,24.76,overcast clouds
527,Mouila,GA,-1.8685,11.0559,72.75,98,83,2.57,broken clouds
528,Sakakah,SA,29.9697,40.2064,51.37,83,79,12.37,broken clouds
529,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,86,3.69,overcast clouds
530,Farah,AF,32.5,62.5,35.87,51,0,3.74,clear sky
531,Fernandopolis,BR,-20.2839,-50.2464,68.67,92,100,2.95,overcast clouds
532,Grimshaw,CA,56.1834,-117.6027,11.82,92,75,9.22,broken clouds
533,Sidhauli,IN,27.2833,80.8333,47.84,64,5,2.82,clear sky
534,Ramhormoz,IR,31.28,49.6035,54.27,41,3,3.31,clear sky
535,Lewisporte,CA,49.2499,-55.0482,28.11,96,92,3.89,overcast clouds
536,Genhe,CN,50.7833,121.5167,-12.69,93,34,2.37,scattered clouds
537,Vysokogornyy,RU,50.1167,139.15,-12.57,88,98,7.92,overcast clouds
538,Saint-Augustin,CA,51.226,-58.6502,22.37,96,97,5.77,overcast clouds
539,Bom Jardim,BR,-7.7958,-35.5872,71.47,87,100,4.41,overcast clouds
540,Umba,RU,66.6871,34.3429,4.62,97,96,6.17,overcast clouds
541,Yar-Sale,RU,66.8333,70.8333,1.31,96,100,20.09,light snow
542,Imeni Poliny Osipenko,RU,52.4201,136.4853,-22.77,87,37,3.29,scattered clouds
543,Shingu,JP,33.7333,135.9833,49.57,44,15,10.74,few clouds
544,Dicabisagan,PH,17.0818,122.4157,76.14,89,100,15.52,overcast clouds
545,Port Hedland,AU,-20.3167,118.5667,89.65,66,44,14.97,scattered clouds
546,Alekseyevsk,RU,57.8406,108.3492,-3.77,97,100,6.67,overcast clouds
547,Punta De Bombon,PE,-17.1717,-71.7931,70.05,81,100,5.03,overcast clouds
548,Pacific Grove,US,36.6177,-121.9166,54.66,74,100,10.36,overcast clouds
549,Davenport,US,41.5236,-90.5776,41.95,88,100,11.5,overcast clouds
550,Teguldet,RU,57.3064,88.1667,-2.56,100,93,4.18,overcast clouds
551,Jiuquan,CN,39.7432,98.5174,16.05,56,0,3.6,clear sky
552,Bathsheba,BB,13.2167,-59.5167,79.41,73,40,14.97,scattered clouds
553,Sola,VU,-13.8833,167.55,78.85,90,100,25.39,light rain
554,Monduli,TZ,-3.3,36.45,58.08,86,28,2.75,scattered clouds
555,Omboue,GA,-1.5746,9.2618,74.93,93,100,2.82,moderate rain
556,Inverell,AU,-29.7833,151.1167,87.67,51,18,1.99,few clouds
557,Xingyi,CN,24.1877,102.817,44.83,88,84,3.67,broken clouds
558,Luohe,CN,33.5717,114.0353,42.31,45,0,5.39,clear sky
559,Talnakh,RU,69.4865,88.3972,-27.83,98,95,4.54,overcast clouds
560,Vestmannaeyjar,IS,63.4427,-20.2734,38.23,80,100,9.28,overcast clouds
561,Usinsk,RU,65.9939,57.5281,-10.88,99,97,4.03,overcast clouds
562,Fort Saint James,CA,54.4333,-124.25,26.22,98,100,0.94,light snow
563,Mitu,CO,1.1983,-70.1733,71.92,94,100,2.39,overcast clouds
564,Teguise,ES,29.0605,-13.564,57.42,41,0,5.75,clear sky
565,Dakar,SN,14.6937,-17.4441,72.48,71,25,15.21,scattered clouds
566,Hay River,CA,60.8156,-115.7999,8.58,85,75,8.05,broken clouds
567,Houston,US,29.7633,-95.3633,76.37,83,100,18.41,mist
568,Lata,PT,40.1629,-8.3327,40.91,92,0,2.84,clear sky
569,Barcelona,ES,41.3888,2.159,59.54,83,20,9.22,few clouds
570,French Harbor,HN,16.35,-86.4333,80.6,93,20,14.97,few clouds
571,Coihaique,CL,-45.5752,-72.0662,55.35,50,75,6.91,broken clouds
572,Penne,IT,42.4538,13.9299,48.22,79,77,3.09,broken clouds
573,Roald,NO,62.5833,6.1333,33.33,69,87,9.22,overcast clouds
574,Sal Rei,CV,16.1833,-22.9167,73.13,75,31,18.07,scattered clouds
575,Mecca,SA,21.4267,39.8261,73.67,72,72,0.54,light rain
576,Zhigansk,RU,66.7697,123.3711,-21.84,98,100,15.26,overcast clouds
577,Vallenar,CL,-28.5708,-70.7581,71.2,52,0,3.2,clear sky
578,Sungai Besar,MY,3.6746,100.9867,78.4,82,100,2.8,overcast clouds
579,Vostok,RU,46.4856,135.8833,-4.18,88,100,8.28,overcast clouds
580,Mareeba,AU,-17.0,145.4333,79.52,95,100,1.83,light rain
581,Broome,US,42.2506,-75.833,44.55,81,0,3.44,clear sky
582,Daru,PG,-9.0763,143.2092,89.83,54,88,2.46,overcast clouds
583,Kondinskoye,RU,59.6481,67.41,18.18,95,100,11.21,light snow
584,Atasu,KZ,48.6814,71.6433,28.22,95,100,26.19,snow
585,Labuan,MY,5.2767,115.2417,79.16,94,40,3.44,scattered clouds
586,Kaeo,NZ,-35.1,173.7833,72.32,75,100,17.65,overcast clouds
587,Dzidzantun,MX,21.25,-89.05,77.49,64,62,8.48,broken clouds
588,Nipawin,CA,53.3668,-104.0009,5.04,92,0,8.05,clear sky
589,Kirakira,SB,-10.4544,161.9205,84.43,72,100,11.65,moderate rain
590,Gashua,NG,12.871,11.0482,60.6,33,88,12.39,overcast clouds
591,Barguzin,RU,53.6167,109.6167,-10.77,89,45,1.97,scattered clouds
592,Tomatlan,MX,19.9333,-105.25,70.59,82,96,1.83,overcast clouds
593,Cuenca,EC,-2.8833,-78.9833,53.73,82,75,8.05,broken clouds
594,Bikin,RU,46.8161,134.26,3.47,79,41,8.3,scattered clouds
595,Honiara,SB,-9.4333,159.95,82.8,80,80,8.03,broken clouds
596,Kandrian,PG,-6.2167,149.55,87.01,67,100,11.36,overcast clouds
597,Setermoen,NO,68.861,18.3486,27.1,93,100,2.04,light snow
598,Picota,PE,-6.9197,-76.3304,84.69,69,100,2.57,overcast clouds
599,Tahoua,NE,14.8888,5.2692,58.8,21,16,14.03,few clouds
600,Kalabo,ZM,-14.97,22.6814,64.38,97,100,4.43,overcast clouds
601,Mahad,IN,18.0833,73.4167,69.78,56,5,3.8,clear sky
602,Ubrique,ES,36.6778,-5.446,52.86,93,100,0.76,overcast clouds
603,Sol-Iletsk,RU,51.1631,54.9918,24.87,91,100,18.07,overcast clouds
604,Boyolangu,ID,-8.1181,111.8935,83.05,67,94,5.03,overcast clouds
605,Karaton,ID,-6.3424,106.1045,78.75,79,100,6.08,moderate rain
606,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,24,0,24.16,clear sky
607,Pisco,PE,-13.7,-76.2167,69.03,88,0,21.85,moderate rain
608,Lerwick,GB,60.1545,-1.1494,41.0,68,12,9.1,few clouds
609,Lumphat,KH,13.4878,106.9816,79.77,56,11,6.58,few clouds
610,Suruc,TR,36.9761,38.425,41.83,36,0,3.47,clear sky
611,Sawakin,SD,19.1059,37.3321,74.84,83,94,11.74,overcast clouds
612,Kayerkan,RU,69.3497,87.7602,-26.64,97,43,5.17,scattered clouds
613,Yeppoon,AU,-23.1333,150.7333,89.38,60,11,9.66,few clouds
614,Wainwright,CA,52.839,-110.8572,10.92,86,34,6.11,scattered clouds
615,Zlitan,LY,32.4674,14.5687,59.92,63,0,3.89,clear sky
616,Juba,SS,4.8517,31.5825,76.66,48,29,1.16,scattered clouds
617,Buraydah,SA,26.326,43.975,55.85,77,100,8.34,heavy intensity rain
618,Oparino,RU,59.8518,48.2783,12.76,89,97,11.43,overcast clouds
619,Bantogon,PH,6.5333,124.0333,79.29,80,100,3.02,overcast clouds
620,Lesnoy,RU,57.6198,63.0784,22.75,97,100,5.08,light snow
621,Coquimbo,CL,-29.9533,-71.3436,60.53,88,0,10.36,clear sky
622,Rajshahi,BD,24.3667,88.6,58.86,51,0,5.53,clear sky
623,Whitehorse,CA,60.7161,-135.0538,29.17,86,75,23.02,broken clouds
624,Oga,IT,46.4631,10.347,34.03,97,100,3.04,overcast clouds
625,Gopalpur,IN,19.2667,84.9167,70.57,83,7,6.22,clear sky
626,Muros,ES,42.7762,-9.0603,47.68,75,53,7.92,broken clouds
627,Yaqui,MX,27.3667,-110.1667,58.66,66,16,8.55,few clouds
628,Salinas,US,36.6777,-121.6555,55.51,67,100,5.32,overcast clouds
629,Pedreira,BR,-22.7419,-46.9014,74.07,90,100,3.65,overcast clouds
630,Rio Grande,BR,-32.035,-52.0986,70.09,81,2,16.96,clear sky
631,Dmytrivka,UA,45.9717,28.9864,45.63,71,6,8.03,clear sky
632,Sierra Vista,US,31.5545,-110.3037,41.38,80,100,10.36,overcast clouds
633,Machico,PT,32.7,-16.7667,61.72,76,40,10.36,light rain
634,Royan,FR,45.6285,-1.0281,50.02,85,0,3.87,clear sky
635,Karasuk,RU,53.7377,78.0403,15.87,94,83,14.09,broken clouds
636,Nantucket,US,41.2835,-70.0995,40.14,90,8,7.43,clear sky
637,Muromtsevo,RU,56.3724,75.2418,14.76,95,100,12.35,overcast clouds
638,Bethanien,NA,-26.502,17.1583,76.89,27,9,4.25,clear sky
639,Mercedes,AR,-34.6515,-59.4307,69.04,25,0,2.3,clear sky
640,Goundam,ML,16.4145,-3.6708,63.61,16,71,9.13,broken clouds
641,Phek,IN,25.6667,94.5,40.84,85,20,1.61,few clouds
642,Yumen,CN,40.2833,97.2,17.1,46,0,4.76,clear sky
643,Nemuro,JP,43.3236,145.575,20.43,51,2,19.66,clear sky
644,Pallisa,UG,1.145,33.7094,63.68,72,4,2.55,clear sky
645,Bosaso,SO,11.2842,49.1816,72.64,75,1,3.87,clear sky
646,Mahibadhoo,MV,3.7833,72.9667,80.4,66,2,13.29,clear sky
647,Kargat,RU,55.1956,80.2811,13.17,95,88,11.23,overcast clouds
648,Mangrol,IN,21.1167,70.1167,63.57,43,34,11.36,scattered clouds
649,Miraflores,MX,19.2167,-98.8083,60.87,70,34,4.45,scattered clouds
650,Opuwo,NA,-18.0607,13.84,64.76,80,89,7.38,overcast clouds
651,Sinjai,ID,-5.1241,120.253,85.64,63,100,7.81,overcast clouds
652,Dubti,ET,11.7361,41.0853,69.82,70,13,8.84,few clouds
